iter	Passed	Remaining
423	2320	3152
424	2326	3147
425	2333	3144
426	2343	3144
427	2348	3138
428	2355	3134
429	2362	3131
430	2367	3125
431	2373	3120
432	2388	3127
433	2399	3129
434	2410	3130
435	2424	3135
436	2435	3138
437	2444	3136
438	2457	3140
439	2470	3144
440	2483	3147
441	2491	3145
442	2505	3149
443	2525	3162
444	2535	3161
445	2542	3157
446	2549	3154
447	2555	3148
448	2563	3145
449	2569	3140
450	2579	3139
451	2585	3134
452	2590	3127
453	2598	3125
454	2605	3120
455	2616	3121
456	2624	3117
457	2630	3112
458	2636	3108
459	2642	3102
460	2648	3097
461	2655	3092
462	2661	3086
463	2666	3079
464	2671	3074
465	2677	3068
466	2683	3062
467	2688	3056
468	2694	3050
469	2699	3044
470	2706	3039
471	2711	3033
472	2716	3027
473	2722	3021
474	2728	3015
475	2733	3009
476	2739	3003
477	2744	2997
478	2749	2990
479	2755	2984
480	2760	2978
481	2764	2971
482	2770	2965
483	2774	2957
484	2779	2950
485	2783	2944
486	2788	2937
487	2792	2930
488	2798	2924
489	2804	2919
490	2809	2912
491	2813	2905
492	2852	2933
493	2861	2931
494	2872	2930
495	2878	2924
496	2884	2919
497	2889	2912
498	2894	2906
499	2900	2900
500	2905	2893
501	2909	2886
502	2913	2879
503	2917	2871
504	2923	2865
505	2927	2858
506	2932	2851
507	2937	2844
508	2941	2837
509	2946	2831
510	2950	2823
511	2955	2817
512	2960	2810
513	2964	2803
514	2970	2797
515	2975	2790
516	2980	2784
517	2984	2777
518	2989	2770
519	2995	2764
520	3000	2758
521	3004	2751
522	3010	2745
523	3015	2738
524	3019	2732
525	3024	2725
526	3028	2718
527	3033	2711
528	3037	2704
529	3043	2698
530	3047	2692
531	3052	2685
532	3057	2678
533	3061	2671
534	3066	2665
535	3070	2658
536	3075	2651
537	3081	2646
538	3088	2641
539	3093	2634
540	3097	2627
541	3101	2620
542	3106	2614
543	3110	2607
544	3115	2600
545	3120	2594
546	3124	2587
547	3128	2580
548	3133	2574
549	3138	2567
550	3142	2561
551	3147	2554
552	3152	2548
553	3157	2541
554	3162	2535
555	3166	2528
556	3171	2522
557	3175	2515
558	3179	2508
559	3184	2502
560	3191	2497
561	3195	2490
562	3200	2483
563	3204	2477
564	3209	2470
565	3218	2467
566	3223	2461
567	3228	2455
568	3233	2448
569	3238	2442
570	3242	2436
571	3247	2430
572	3252	2423
573	3257	2417
574	3261	2410
575	3269	2406
576	3273	2399
577	3278	2393
578	3283	2387
579	3288	2381
580	3292	2374
581	3298	2368
582	3302	2362
583	3307	2355
584	3312	2350
585	3317	2343
586	3321	2337
587	3326	2330
588	3331	2324
589	3336	2318
590	3340	2311
591	3345	2305
592	3349	2298
593	3355	2293
594	3360	2287
595	3364	2280
596	3369	2274
597	3373	2267
598	3378	2261
599	3384	2256
600	3390	2250
601	3395	2244
602	3399	2238
603	3403	2231
604	3409	2226
605	3414	2219
606	3418	2213
607	3424	2208
608	3430	2202
609	3436	2197
610	3442	2191
611	3446	2185
612	3450	2178
613	3455	2172
614	3460	2166
615	3464	2159
616	3471	2155
617	3476	2148
618	3480	2142
619	3485	2136
620	3489	2129
621	3493	2123
622	3497	2116
623	3502	2110
624	3508	2105
625	3512	2098
626	3517	2092
627	3522	2086
628	3526	2080
629	3531	2073
630	3537	2068
631	3543	2063
632	3548	2057
633	3553	2051
634	3558	2045
635	3563	2039
636	3568	2033
637	3572	2027
638	3577	2020
639	3583	2015
640	3588	2009
641	3592	2003
642	3599	1998
643	3605	1993
644	3611	1987
645	3616	1981
646	3620	1975
647	3624	1969
648	3629	1963
649	3634	1956
650	3639	1950
651	3643	1944
652	3649	1939
653	3654	1933
654	3659	1927
655	3664	1921
656	3669	1915
657	3673	1909
658	3679	1903
659	3683	1897
660	3688	1891
661	3692	1885
662	3696	1879
663	3701	1872
664	3705	1866
665	3710	1860
666	3714	1854
667	3719	1848
668	3723	1842
669	3728	1836
670	3732	1830
671	3737	1824
672	3743	1818
673	3747	1812
674	3751	1806
675	3755	1800
676	3760	1794
677	3765	1788
678	3769	1781
679	3774	1776
680	3779	1770
681	3784	1764
682	3789	1758
683	3794	1752
684	3799	1747
685	3804	1741
686	3809	1735
687	3813	1729
688	3817	1723
689	3822	1717
690	3826	1710
691	3830	1704
692	3834	1698
693	3839	1692
694	3843	1686
695	3848	1681
696	3854	1675
697	3859	1669
698	3864	1664
699	3869	1658
700	3874	1652
701	3879	1647
702	3888	1642
703	3894	1637
704	3899	1631
705	3905	1626
706	3911	1621
707	3916	1615
708	3922	1610
709	3927	1604
710	3931	1598
711	3936	1592
712	3940	1586
713	3945	1580
714	3950	1574
715	3954	1568
716	3959	1562
717	3964	1557
718	3969	1551
719	3974	1545
720	3978	1539
721	3983	1533
722	3988	1528
723	4000	1524
724	4005	1519
725	4009	1513
726	4015	1507
727	4019	1501
728	4024	1495
729	4028	1490
730	4033	1484
731	4037	1478
732	4043	1472
733	4047	1466
734	4052	1461
735	4057	1455
736	4061	1449
737	4066	1443
738	4070	1437
739	4075	1431
740	4081	1426
741	4085	1420
742	4089	1414
743	4094	1408
744	4098	1403
745	4103	1397
746	4108	1391
747	4112	1385
748	4117	1379
749	4122	1374
750	4127	1368
751	4131	1362
752	4136	1356
753	4141	1351
754	4145	1345
755	4149	1339
756	4154	1333
757	4159	1328
758	4164	1322
759	4168	1316
760	4174	1311
761	4179	1305
762	4183	1299
763	4188	1293
764	4193	1288
765	4198	1282
766	4203	1276
767	4207	1271
768	4211	1265
769	4216	1259
770	4221	1253
771	4225	1247
772	4229	1242
773	4234	1236
774	4240	1231
775	4244	1225
776	4248	1219
777	4253	1213
778	4257	1207
779	4261	1201
780	4265	1196
781	4273	1191
782	4279	1185
783	4284	1180
784	4289	1174
785	4294	1169
786	4299	1163
787	4303	1157
788	4309	1152
789	4314	1147
790	4319	1141
791	4323	1135
792	4327	1129
793	4332	1124
794	4336	1118
795	4341	1112
796	4345	1106
797	4350	1101
798	4355	1095
799	4360	1090
800	4365	1084
801	4370	1079
802	4380	1074
803	4386	1069
804	4391	1063
805	4399	1058
806	4404	1053
807	4408	1047
808	4413	1041
809	4417	1036
810	4422	1030
811	4428	1025
812	4434	1019
813	4438	1014
814	4443	1008
815	4447	1002
816	4452	997
817	4456	991
818	4461	985
819	4465	980
820	4470	974
821	4475	969
822	4481	963
823	4486	958
824	4491	952
825	4496	947
826	4500	941
827	4505	936
828	4511	930
829	4515	924
830	4519	919
831	4524	913
832	4528	907
833	4533	902
834	4538	896
835	4542	891
836	4547	885
837	4552	880
838	4557	874
839	4562	868
840	4566	863
841	4572	858
842	4578	852
843	4583	847
844	4588	841
845	4592	836
846	4597	830
847	4601	824
848	4606	819
849	4611	813
850	4615	808
851	4620	802
852	4625	797
853	4629	791
854	4635	786
855	4639	780
856	4644	774
857	4648	769
858	4653	763
859	4657	758
860	4661	752
861	4666	747
862	4670	741
863	4674	735
864	4679	730
865	4683	724
866	4688	719
867	4693	713
868	4698	708
869	4702	702
870	4706	697
871	4711	691
872	4716	686
873	4720	680
874	4724	674
875	4730	669
876	4734	663
877	4738	658
878	4742	652
879	4748	647
880	4752	641
881	4757	636
882	4764	631
883	4771	626
884	4776	620
885	4782	615
886	4787	609
887	4791	604
888	4796	598
889	4800	593
890	4807	588
891	4811	582
892	4816	577
893	4820	571
894	4825	566
895	4829	560
896	4834	555
897	4838	549
898	4842	544
899	4848	538
900	4852	533
901	4857	527
902	4861	522
903	4866	516
904	4871	511
905	4876	505
906	4881	500
907	4885	494
908	4890	489
909	4894	484
910	4898	478
911	4902	473
912	4907	467
913	4911	462
914	4916	456
915	4921	451
916	4926	445
917	4931	440
918	4935	435
919	4940	429
920	4944	424
921	4949	418
922	4955	413
923	4959	407
924	4963	402
925	4968	397
926	4972	391
927	4977	386
928	4982	380
929	4986	375
930	4991	369
931	4995	364
932	5001	359
933	5005	353
934	5009	348
935	5014	342
936	5018	337
937	5022	331
938	5026	326
939	5031	321
940	5036	315
941	5040	310
942	5045	304
943	5049	299
944	5054	294
945	5058	288
946	5063	283
947	5067	277
948	5072	272
949	5076	267
950	5082	261
951	5086	256
952	5090	251
953	5095	245
954	5101	240
955	5105	234
956	5110	229
957	5115	224
958	5120	218
959	5124	213
960	5128	208
961	5132	202
962	5137	197
963	5142	192
964	5147	186
965	5153	181
966	5161	176
967	5164	170
968	5169	165
969	5174	160
970	5179	154
971	5183	149
972	5188	143
973	5194	138
974	5198	133
975	5203	127
976	5207	122
977	5211	117
978	5216	111
979	5220	106
980	5225	101
981	5230	95
982	5234	90
983	5239	85
984	5243	79
985	5247	74
986	5252	69
987	5257	63
988	5261	58
989	5266	53
990	5271	47
991	5276	42
992	5280	37
993	5286	31
994	5291	26
995	5295	21
996	5301	15
997	5305	10
998	5309	5
999	5314	0
